rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x_1,y_1,z_1,angular_velocity_covariance,linear_acceleration,x_2,y_2,z_2,linear_acceleration_covariance,Label
1.56926568545212e+18,NaN,49696,NaN,1569265685,414015054,NaN,NaN,0.0218932541679,0.0262019284842,0.202881166528,0.97860787685,NaN,NaN,0.0248136945785,0.00320777725367,0.00128174887713,NaN,NaN,-0.30430995,0.30430995,9.5808552,NaN,7
1.56926568550809e+18,NaN,49697,NaN,1569265685,451307058,NaN,NaN,0.0211427774312,0.0260418649981,0.20417741088,0.97835902874,NaN,NaN,-0.0310368414855,0.00146244800167,-0.000463580374871,NaN,NaN,-0.28467705,0.196329,9.72810195,NaN,7
1.56926568556417e+18,NaN,49698,NaN,1569265685,507399082,NaN,NaN,0.0207376074845,0.0259627792432,0.20588101149,0.978012727339,NaN,NaN,-0.00834756120948,0.00146244800167,-0.000463580374871,NaN,NaN,-0.2552277,0.22577835,9.70846905,NaN,7
1.56926568560213e+18,NaN,49699,NaN,1569265685,563679933,NaN,NaN,0.0208193683673,0.0259596362386,0.206468188185,0.977887283103,NaN,NaN,0.00736040205852,0.00146244800167,0.00128174887713,NaN,NaN,-0.26504415,0.2748606,9.66920325,NaN,7
1.56926568565779e+18,NaN,49700,NaN,1569265685,601494073,NaN,NaN,0.0207901885189,0.0258749496883,0.206419532513,0.977900420103,NaN,NaN,0.00386974355452,-0.000282881250328,0.00128174887713,NaN,NaN,-0.2748606,0.26504415,9.6790197,NaN,7
1.5692656857151e+18,NaN,49701,NaN,1569265685,657090902,NaN,NaN,0.0209470416048,0.0259298039791,0.206902135405,0.977793624994,NaN,NaN,0.0108510605625,0.00320777725367,0.00128174887713,NaN,NaN,-0.2552277,0.2552277,9.64957035,NaN,7
1.56926568575192e+18,NaN,49702,NaN,1569265685,714365005,NaN,NaN,0.0209142586544,0.0258678594591,0.207809242978,0.977603583343,NaN,NaN,0.00386974355452,-0.000282881250328,0.00128174887713,NaN,NaN,-0.2748606,0.2355948,9.64957035,NaN,7
1.56926568580851e+18,NaN,49703,NaN,1569265685,751403093,NaN,NaN,0.0208299660419,0.0258597265547,0.208666840926,0.977422905684,NaN,NaN,0.00386974355452,0.00320777725367,-0.000463580374871,NaN,NaN,-0.26504415,0.2355948,9.64957035,NaN,7
1.56926568586495e+18,NaN,49704,NaN,1569265685,807670116,NaN,NaN,0.0207277698737,0.0257509244205,0.208695051416,0.977421927809,NaN,NaN,0.000375294200017,-0.000280052437825,-0.000458944571122,NaN,NaN,-0.2552277,0.24541125,9.7575513,NaN,7
1.56926568590186e+18,NaN,49705,NaN,1569265685,864214897,NaN,NaN,0.0208143545284,0.0257773163378,0.210154386146,0.977106660806,NaN,NaN,0.00901092105542,0.00145062404603,-0.000454355125411,NaN,NaN,-0.26504415,0.24541125,9.70846905,NaN,7
1.56926568595852e+18,NaN,49706,NaN,1569265685,901187896,NaN,NaN,0.0207089419317,0.0256684725351,0.20993968517,0.977157918574,NaN,NaN,0.000281432047463,-0.000291758153907,0.00127806438532,NaN,NaN,-0.26504415,0.2355948,9.72810195,NaN,7
1.569265686015e+18,NaN,49707,NaN,1569265685,957567930,NaN,NaN,0.0206967558717,0.0256270093745,0.211683913084,0.976782893804,NaN,NaN,0.00546224560543,-0.000288840572368,-0.00046259221801,NaN,NaN,-0.2552277,0.2355948,9.7379184,NaN,7
1.56926568605213e+18,NaN,49708,NaN,1569265686,14147043,NaN,NaN,0.0206437778207,0.0255260399789,0.211101596999,0.976912673408,NaN,NaN,0.00197158710143,-0.000288840572368,-0.00046259221801,NaN,NaN,-0.2748606,0.22577835,9.68883615,NaN,7
1.56926568610844e+18,NaN,49709,NaN,1569265686,51573038,NaN,NaN,0.0204844176637,0.025421032786,0.211112605319,0.976916387211,NaN,NaN,-0.00150388068855,-0.000285952166644,-0.00045796629583,NaN,NaN,-0.2748606,0.20614545,9.70846905,NaN,7
1.56926568616432e+18,NaN,49710,NaN,1569265686,107544898,NaN,NaN,0.020499243424,0.0253120807841,0.209710416213,0.977220865985,NaN,NaN,0.00373210706745,-0.000285952166644,0.00128736295617,NaN,NaN,-0.2748606,0.2159619,9.6986526,NaN,2
1.569265686202e+18,NaN,49711,NaN,1569265686,163517951,NaN,NaN,0.020228502033,0.0252029782612,0.210320044105,0.977098304491,NaN,NaN,-0.00494459380062,-0.000283092644978,-0.000453386632872,NaN,NaN,-0.28467705,0.22577835,9.72810195,NaN,7
1.56926568625849e+18,NaN,49712,NaN,1569265686,201344966,NaN,NaN,0.0201635408601,0.0251409999552,0.209678838109,0.977239042707,NaN,NaN,0.00203672320738,0.00146223660702,0.00129194261913,NaN,NaN,-0.28467705,0.2355948,9.66920325,NaN,7
1.56926568631474e+18,NaN,49713,NaN,1569265686,257841110,NaN,NaN,0.020083438579,0.0251178279355,0.210230907464,0.977122671808,NaN,NaN,0.00203672320738,0.00146223660702,-0.000453386632872,NaN,NaN,-0.2748606,0.2355948,9.66920325,NaN,7
1.56926568635233e+18,NaN,49714,NaN,1569265686,314021110,NaN,NaN,0.019937004766,0.0250536563195,0.211586610159,0.97683465159,NaN,NaN,0.000288480015825,-0.000280261718528,0.00127902319294,NaN,NaN,-0.28467705,0.2159619,9.70846905,NaN,2
1.56926568640893e+18,NaN,49715,NaN,1569265686,351486921,NaN,NaN,0.0198769188066,0.0250162072123,0.211779484887,0.976795038509,NaN,NaN,0.00374134713463,0.00145041685814,-0.000461642998473,NaN,NaN,-0.28467705,0.22577835,9.70846905,NaN,7
1.56926568646481e+18,NaN,49716,NaN,1569265686,407938003,NaN,NaN,0.019645329035,0.0249591008884,0.212092600754,0.976733245587,NaN,NaN,-0.00323996987337,0.00145041685814,-0.000461642998473,NaN,NaN,-0.28467705,0.20614545,9.6986526,NaN,7
1.56926568650222e+18,NaN,49717,NaN,1569265686,463977098,NaN,NaN,0.019542770603,0.0248640758257,0.211987393304,0.976760565815,NaN,NaN,0.000248181744321,-0.000291963269924,-0.000457026568488,NaN,NaN,-0.2748606,0.22577835,9.72810195,NaN,7
1.56926568655828e+18,NaN,49718,NaN,1569265686,501523971,NaN,NaN,0.0193975957199,0.0248391346668,0.213443529312,0.976446931719,NaN,NaN,0.000245699926878,0.00143883232226,0.00127541965668,NaN,NaN,-0.28467705,0.2355948,9.72810195,NaN,7
1.56926568661447e+18,NaN,49719,NaN,1569265686,557590961,NaN,NaN,0.0192405519435,0.0248727567433,0.214502948232,0.976217000637,NaN,NaN,0.000245699926878,0.00318416157426,-0.000469909595323,NaN,NaN,-0.2944935,0.2159619,9.64957035,NaN,7
1.56926568665195e+18,NaN,49720,NaN,1569265686,613929033,NaN,NaN,0.0190468829731,0.0248480375226,0.215676980352,0.975962720306,NaN,NaN,-0.00149962932512,0.00143883232226,0.00127541965668,NaN,NaN,-0.2944935,0.2159619,9.68883615,NaN,2
1.56926568670775e+18,NaN,49721,NaN,1569265686,651375055,NaN,NaN,0.0188804863396,0.0248307522861,0.217210221158,0.975626301819,NaN,NaN,0.000243242927609,0.00142444399903,-0.00046521049937,NaN,NaN,-0.30430995,0.196329,9.72810195,NaN,7
1.56926568676504e+18,NaN,49722,NaN,1569265686,707242965,NaN,NaN,0.0185852726259,0.0248388482986,0.217747196229,0.975512059275,NaN,NaN,-0.00499274482839,0.00316977325103,-0.00046521049937,NaN,NaN,-0.3337593,0.196329,9.6790197,NaN,7
1.56926568680152e+18,NaN,49723,NaN,1569265686,764208078,NaN,NaN,0.0183646172256,0.0247525095686,0.218900684085,0.975260244556,NaN,NaN,-0.00321494142063,-0.000317676400438,-0.000460558394376,NaN,NaN,-0.28467705,0.22577835,9.70846905,NaN,7
1.56926568686031e+18,NaN,49724,NaN,1569265686,800910949,NaN,NaN,0.0183174103802,0.0247362765329,0.220011181541,0.975011625109,NaN,NaN,0.00376637558737,-0.000317676400438,-0.000460558394376,NaN,NaN,-0.3337593,0.26504415,9.55140585,NaN,7
1.56926568691454e+18,NaN,49725,NaN,1569265686,859442949,NaN,NaN,0.019939118386,0.0253605831636,0.220617090688,0.974826841893,NaN,NaN,0.0631075701554,0.00840896985956,0.00303010010962,NaN,NaN,-0.3730251,0.2552277,9.45324135,NaN,2
1.56926568695169e+18,NaN,49726,NaN,1569265686,914005041,NaN,NaN,0.0200339830215,0.0254189813387,0.221353544308,0.974656412965,NaN,NaN,0.00900236334337,0.00317298210356,-0.000460558394376,NaN,NaN,-0.2552277,0.24541125,9.5219565,NaN,7
1.56926568700799e+18,NaN,49727,NaN,1569265686,950877904,NaN,NaN,0.0206108223811,0.025573697206,0.222384960358,0.974405515901,NaN,NaN,0.0404182898794,0.00317298210356,0.00128477085762,NaN,NaN,-0.2748606,0.2552277,9.6593868,NaN,7
1.56926568706465e+18,NaN,49728,NaN,1569265687,7378101,NaN,NaN,0.0202507607675,0.0253949752402,0.223224458477,0.974225765959,NaN,NaN,-0.00845092917663,-0.000317676400438,-0.000460558394376,NaN,NaN,-0.18651255,0.2355948,9.72810195,NaN,7
1.56926568710158e+18,NaN,49729,NaN,1569265687,63935041,NaN,NaN,0.0199606079274,0.0254280795189,0.224418147484,0.973956611961,NaN,NaN,-0.00318279200642,0.00659700420149,0.00127192314905,NaN,NaN,-0.16687965,0.1766961,9.70846905,NaN,2
1.56926568715889e+18,NaN,49730,NaN,1569265687,101011037,NaN,NaN,0.0201298871376,0.0253733496758,0.224983617153,0.973824087186,NaN,NaN,0.0177611590176,-0.00387497131051,0.00127192314905,NaN,NaN,-0.3337593,0.1766961,9.8753487,NaN,2
