rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1569265685452117207,,49696,,1569265685,414015054,"""knife_link""",,0.0218932541679,0.0262019284842,0.202881166528,0.97860787685,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0248136945785,0.00320777725367,0.00128174887713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.30430995,0.30430995,9.5808552,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685508093251,,49697,,1569265685,451307058,"""knife_link""",,0.0211427774312,0.0260418649981,0.20417741088,0.97835902874,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0310368414855,0.00146244800167,-0.000463580374871,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.28467705,0.196329,9.72810195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685564169955,,49698,,1569265685,507399082,"""knife_link""",,0.0207376074845,0.0259627792432,0.20588101149,0.978012727339,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00834756120948,0.00146244800167,-0.000463580374871,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.2552277,0.22577835,9.70846905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685602132004,,49699,,1569265685,563679933,"""knife_link""",,0.0208193683673,0.0259596362386,0.206468188185,0.977887283103,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00736040205852,0.00146244800167,0.00128174887713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.26504415,0.2748606,9.66920325,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685657789534,,49700,,1569265685,601494073,"""knife_link""",,0.0207901885189,0.0258749496883,0.206419532513,0.977900420103,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00386974355452,-0.000282881250328,0.00128174887713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.2748606,0.26504415,9.6790197,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685715101497,,49701,,1569265685,657090902,"""knife_link""",,0.0209470416048,0.0259298039791,0.206902135405,0.977793624994,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0108510605625,0.00320777725367,0.00128174887713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.2552277,0.2552277,9.64957035,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685751915940,,49702,,1569265685,714365005,"""knife_link""",,0.0209142586544,0.0258678594591,0.207809242978,0.977603583343,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00386974355452,-0.000282881250328,0.00128174887713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.2748606,0.2355948,9.64957035,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685808506876,,49703,,1569265685,751403093,"""knife_link""",,0.0208299660419,0.0258597265547,0.208666840926,0.977422905684,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00386974355452,0.00320777725367,-0.000463580374871,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.26504415,0.2355948,9.64957035,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685864945927,,49704,,1569265685,807670116,"""knife_link""",,0.0207277698737,0.0257509244205,0.208695051416,0.977421927809,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000375294200017,-0.000280052437825,-0.000458944571122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.2552277,0.24541125,9.7575513,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685901860657,,49705,,1569265685,864214897,"""knife_link""",,0.0208143545284,0.0257773163378,0.210154386146,0.977106660806,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00901092105542,0.00145062404603,-0.000454355125411,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.26504415,0.24541125,9.70846905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569265685958519980,,49706,,1569265685,901187896,"""knife_link""",,0.0207089419317,0.0256684725351,0.20993968517,0.977157918574,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000281432047463,-0.000291758153907,0.00127806438532,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.26504415,0.2355948,9.72810195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
