rosbagTimestamp,secs,nsecs,lwrist.x,lwrist.y,lwrist.z,rwrist.x,rwrist.y,rwrist.z,neck.x,neck.y,neck.z,wDist,wNDist,x,y,z,x.1,y.1,z.1,Label
1569265685.77522,1569265685,775219909,1.269000053,-0.136187956,-0.22447671,1.274000049,0.129733726,-0.206772342,1.35800004,-0.187572792,0.129649699,0.266557283832179,0.470020440538377,0.000375294200017,-0.000280052437825,-0.000458944571122,-0.2552277,0.24541125,9.7575513,5
1569265685.92925,1569265685,929247732,1.258999944,-0.135114774,-0.222707778,1.26699996,0.1290209,-0.205636233,1.35800004,-0.185371026,0.129649699,0.264807651294523,0.468550908537274,0.00546224560543,-0.000288840572368,-0.00046259221801,-0.2552277,0.2355948,9.7379184,5
1569265686.09243,1569265686,92425915,1.256000042,-0.13479282,-0.222177103,1.269000053,0.129224569,-0.20596084,1.355999947,-0.185098022,0.129458755,0.2648341918372,0.467839692072967,0.00373210706745,-0.000285952166644,0.00128736295617,-0.2748606,0.2159619,9.6986526,5
1569265686.25201,1569265686,252011961,1.264000058,-0.135651365,-0.223592237,1.27699995,0.132109657,-0.20518896,1.332000017,-0.175343141,0.127167448,0.268707355126046,0.456084435501471,0.00203672320738,0.00146223660702,-0.000453386632872,-0.2748606,0.2355948,9.66920325,5
1569265686.41134,1569265686,411339744,1.258999944,-0.135114774,-0.222707778,1.269000053,0.133339494,-0.203903526,1.350000024,-0.158013538,0.137640476,0.269297783282201,0.456179668398067,0.000248181744321,-0.000291963269924,-0.000457026568488,-0.2748606,0.22577835,9.72810195,5
1569265686.58166,1569265686,581661316,1.256000042,-0.130720049,-0.220140859,1.287999988,0.143688962,-0.209044576,1.363999963,-0.133114353,0.143490523,0.276491282608362,0.454617495727925,-0.00149962932512,0.00143883232226,0.00127541965668,-0.2944935,0.2159619,9.68883615,5
1569265686.74532,1569265686,745320910,1.258999944,-0.128991023,-0.220666677,1.271999955,0.150153309,-0.204385564,1.360999942,-0.088689111,0.138761997,0.279920762027837,0.427454030157285,-0.00321494142063,-0.000317676400438,-0.000460558394376,-0.28467705,0.22577835,9.70846905,5
1569265686.91101,1569265686,911009668,1.289999962,-0.123801097,-0.213551894,1.269000053,0.162143946,-0.203903526,1.340999961,-0.017811522,0.138896912,0.286877421208682,0.393802104499328,0.00900236334337,0.00317298210356,-0.000460558394376,-0.2552277,0.24541125,9.5219565,5
1569265687.12515,1569265687,125151053,1.315000057,-0.117672175,-0.213426709,1.279999971,0.198829487,-0.207746163,1.335000038,0.049366709,0.131782502,0.318481673996523,0.375025124137256,-0.0171454260224,-0.000384312806513,-0.000473406102952,-0.2748606,0.20614545,9.88516515,5
1569265687.28855,1569265687,288548707,1.296000004,-0.105465785,-0.210342988,1.279999971,0.213356555,-0.207746163,1.347000003,0.117512122,0.13078329,0.319234128875904,0.358158275310751,0.0195064882696,0.00310634569749,-0.000473406102952,-0.2355948,0.2748606,9.62993745,5
1569265687.45689,1569265687,456886178,1.325999975,-0.101457492,-0.210912585,1.27699995,0.212856501,-0.211399823,1.338000059,0.140589625,0.132078648,0.318110870682649,0.356259701208696,0.00721629167052,0.00134740628103,-0.000468672041923,-0.30430995,0.196329,9.7182855,5
1569265687.62938,1569265687,629376866,1.300999999,-0.105872668,-0.209045291,1.292999983,0.215523452,-0.209856078,1.338000059,0.134081632,0.132078648,0.321496692957508,0.354368641007656,-0.00488720831037,0.00132449293908,-0.000454752013606,-0.2944935,0.20614545,9.7379184,5
1569265687.78843,1569265687,788430377,1.30400002,-0.112459429,-0.211641401,1.292999983,0.198752478,-0.207759857,1.355999947,0.087518044,0.138252214,0.311430438872635,0.368871858575591,-0.00660729543461,-0.00394961883255,-0.00044124542405,-0.26504415,0.2159619,9.7968171,5
