rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1569267709090561483,,18994,,1569267709,45480966,"""knife_link""",,0.849831709735,0.478198902195,0.0438727340022,0.217225823232,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,2.49169098607,-0.528345745426,0.773131360554,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.6871515,5.09473755,-7.9905903,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709159277753,,18995,,1569267709,88044881,"""knife_link""",,0.859889150485,0.468751185716,0.0257680286097,0.200496841545,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1.20014733959,-0.530091074678,0.581145142834,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.01109435,4.56464925,-8.94278595,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709195876660,,18996,,1569267709,158345937,"""knife_link""",,0.867690073405,0.455434873293,0.00424249767378,0.199185877804,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.395550554423,-0.633065500546,0.404866888382,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.42338525,5.0849211,-8.6188431,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709237464657,,18997,,1569267709,194691896,"""knife_link""",,0.874273284461,0.446515192568,-0.00726263297266,0.190309382445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.849336159943,-0.51438311141,0.666666276182,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.3154043,4.23088995,-9.0900327,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709301572510,,18998,,1569267709,236819982,"""knife_link""",,0.877506044537,0.442008488456,-0.0158356700945,0.1853668511,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.470599712259,-0.364284795738,0.369960303342,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.56081555,3.4946562,-8.78572275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709344604836,,18999,,1569267709,300661087,"""knife_link""",,0.881663872192,0.435910692319,-0.0116522926739,0.180318908797,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.140732483631,0.106954102302,0.369960303342,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.570632,3.62227005,-9.3648933,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709392252167,,19000,,1569267709,343323945,"""knife_link""",,0.882596633388,0.434009076081,-0.0129861986786,0.180251666444,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0796459598108,-0.13041067597,0.284439169994,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.93384065,3.15108045,-9.1881972,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709454086382,,19001,,1569267709,389539003,"""knife_link""",,0.874881973019,0.443931674703,-0.00572039001233,0.193580677287,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.676081606305,0.0441222492303,-0.289774153914,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.83567615,3.2786943,-8.7759063,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709493434647,,19002,,1569267709,449031114,"""knife_link""",,0.8637652845,0.459776885192,0.00963738579432,0.205965700859,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.637684362761,0.32337492955,-0.418928518562,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.5509991,4.0640103,-8.68755825,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709534859707,,19003,,1569267709,492468118,"""knife_link""",,0.853701213462,0.473435217176,0.0232870641185,0.215664197113,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.723205496109,0.405405404394,-0.497468334902,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.2172398,4.4959341,-8.76608985,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709599281531,,19004,,1569267709,534198045,"""knife_link""",,0.843432110552,0.487237956499,0.0339814297405,0.223755918511,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.621976399493,0.333846905062,-0.581244138998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.7460502,4.908225,-8.70719115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709641810557,,19005,,1569267709,598027944,"""knife_link""",,0.827884020633,0.505642820865,0.0517016396701,0.237192593778,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.691789569573,0.360026843842,-0.555064200218,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.392658,5.1830856,-8.58939375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709705552992,,19006,,1569267709,640511989,"""knife_link""",,0.818462906329,0.516834123623,0.0621968271162,0.243171779448,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.529473949137,0.34082822207,-0.483505700886,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.18651255,5.3794146,-8.6777418,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709747949888,,19007,,1569267709,704649925,"""knife_link""",,0.804884848654,0.531668517529,0.0771853717769,0.25205433196,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.522492632129,0.333846905062,-0.46081642061,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.20614545,5.5757436,-8.3047167,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1569267709811682424,,19008,,1569267709,746958971,"""knife_link""",,0.797130462565,0.538649859736,0.0877763027389,0.258330553622,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.548672570909,0.295449661518,-0.305482117182,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.26504415,5.6739081,-8.4814128,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
