rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,mode,interval,data1,data2,data3,data4
1569261695970199175,,169751,,1569261695,967696905,"""force_sensor_frame""","""0""",0.0,34.0,660.0,27.0,693.0
1569261696000215595,,169752,,1569261695,999649047,"""force_sensor_frame""","""0""",0.0,35.0,662.0,31.0,696.0
1569261696001395200,,169753,,1569261696,691890,"""force_sensor_frame""","""0""",0.0,38.0,665.0,33.0,700.0
1569261696035232677,,169754,,1569261696,33001899,"""force_sensor_frame""","""0""",0.0,38.0,666.0,34.0,698.0
1569261696035688116,,169755,,1569261696,34655094,"""force_sensor_frame""","""0""",0.0,49.0,667.0,32.0,700.0
1569261696070058061,,169756,,1569261696,66376924,"""force_sensor_frame""","""0""",0.0,39.0,665.0,36.0,702.0
1569261696072138404,,169757,,1569261696,67642927,"""force_sensor_frame""","""0""",0.0,49.0,670.0,36.0,707.0
1569261696100902958,,169758,,1569261696,99841117,"""force_sensor_frame""","""0""",0.0,47.0,670.0,40.0,717.0
1569261696134343434,,169759,,1569261696,132703065,"""force_sensor_frame""","""0""",0.0,44.0,669.0,39.0,711.0
1569261696134653857,,169760,,1569261696,133742094,"""force_sensor_frame""","""0""",0.0,43.0,668.0,35.0,699.0
1569261696167703569,,169761,,1569261696,166101932,"""force_sensor_frame""","""0""",0.0,39.0,663.0,23.0,691.0
1569261696167856002,,169762,,1569261696,167118072,"""force_sensor_frame""","""0""",0.0,39.0,663.0,20.0,683.0
1569261696201469063,,169763,,1569261696,199354887,"""force_sensor_frame""","""0""",0.0,36.0,661.0,14.0,674.0
1569261696201495127,,169764,,1569261696,200412034,"""force_sensor_frame""","""0""",0.0,32.0,661.0,8.0,658.0
1569261696234930882,,169765,,1569261696,232714891,"""force_sensor_frame""","""0""",0.0,28.0,659.0,2.0,646.0
1569261696235006050,,169766,,1569261696,234165906,"""force_sensor_frame""","""0""",0.0,24.0,658.0,-5.0,644.0
1569261696266577935,,169767,,1569261696,265918016,"""force_sensor_frame""","""0""",0.0,24.0,656.0,-3.0,640.0
1569261696303453713,,169768,,1569261696,298979997,"""force_sensor_frame""","""0""",0.0,22.0,655.0,-7.0,636.0
1569261696304355665,,169769,,1569261696,303678035,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-8.0,635.0
1569261696332947479,,169770,,1569261696,332290887,"""force_sensor_frame""","""0""",0.0,23.0,655.0,-7.0,634.0
1569261696333933934,,169771,,1569261696,333424091,"""force_sensor_frame""","""0""",0.0,21.0,656.0,-9.0,634.0
1569261696366265071,,169772,,1569261696,365545034,"""force_sensor_frame""","""0""",0.0,23.0,657.0,-8.0,632.0
1569261696367186698,,169773,,1569261696,366662979,"""force_sensor_frame""","""0""",0.0,22.0,657.0,-9.0,631.0
1569261696401228240,,169774,,1569261696,399044036,"""force_sensor_frame""","""0""",0.0,21.0,657.0,-8.0,630.0
1569261696401327308,,169775,,1569261696,400278091,"""force_sensor_frame""","""0""",0.0,22.0,656.0,-9.0,630.0
1569261696433183738,,169776,,1569261696,432456016,"""force_sensor_frame""","""0""",0.0,21.0,656.0,-9.0,631.0
1569261696467074776,,169777,,1569261696,465375900,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-9.0,632.0
1569261696467091851,,169778,,1569261696,466315984,"""force_sensor_frame""","""0""",0.0,20.0,655.0,-9.0,634.0
1569261696502095103,,169779,,1569261696,498728036,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-9.0,634.0
1569261696504549432,,169780,,1569261696,499819993,"""force_sensor_frame""","""0""",0.0,22.0,655.0,-9.0,634.0
1569261696534077221,,169781,,1569261696,531977891,"""force_sensor_frame""","""0""",0.0,22.0,655.0,-9.0,634.0
1569261696534100563,,169782,,1569261696,533011913,"""force_sensor_frame""","""0""",0.0,21.0,656.0,-8.0,632.0
1569261696566002502,,169783,,1569261696,565402984,"""force_sensor_frame""","""0""",0.0,21.0,659.0,-9.0,632.0
1569261696599831037,,169784,,1569261696,598443984,"""force_sensor_frame""","""0""",0.0,21.0,657.0,-9.0,631.0
1569261696600163436,,169785,,1569261696,599443912,"""force_sensor_frame""","""0""",0.0,21.0,657.0,-9.0,631.0
1569261696632653533,,169786,,1569261696,631793022,"""force_sensor_frame""","""0""",0.0,21.0,656.0,-9.0,631.0
1569261696633552860,,169787,,1569261696,632901906,"""force_sensor_frame""","""0""",0.0,22.0,657.0,-9.0,633.0
1569261696665890277,,169788,,1569261696,665072917,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-9.0,633.0
1569261696666744720,,169789,,1569261696,666169881,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-9.0,629.0
1569261696699296367,,169790,,1569261696,698513984,"""force_sensor_frame""","""0""",0.0,21.0,654.0,-10.0,635.0
1569261696700163250,,169791,,1569261696,699507951,"""force_sensor_frame""","""0""",0.0,21.0,653.0,-9.0,636.0
1569261696735296726,,169792,,1569261696,731637954,"""force_sensor_frame""","""0""",0.0,20.0,655.0,-9.0,634.0
1569261696765983033,,169793,,1569261696,764869928,"""force_sensor_frame""","""0""",0.0,21.0,656.0,-6.0,634.0
1569261696766448465,,169794,,1569261696,765923023,"""force_sensor_frame""","""0""",0.0,23.0,658.0,-7.0,636.0
1569261696799631673,,169795,,1569261696,798269987,"""force_sensor_frame""","""0""",0.0,22.0,658.0,-7.0,634.0
1569261696800066374,,169796,,1569261696,799257993,"""force_sensor_frame""","""0""",0.0,23.0,657.0,-6.0,634.0
1569261696832105273,,169797,,1569261696,831501007,"""force_sensor_frame""","""0""",0.0,22.0,657.0,-6.0,636.0
1569261696833181683,,169798,,1569261696,832555055,"""force_sensor_frame""","""0""",0.0,23.0,655.0,-8.0,638.0
1569261696865440362,,169799,,1569261696,864749908,"""force_sensor_frame""","""0""",0.0,21.0,655.0,-5.0,639.0
1569261696898713667,,169800,,1569261696,897929906,"""force_sensor_frame""","""0""",0.0,22.0,655.0,-5.0,638.0
1569261696899645459,,169801,,1569261696,899127006,"""force_sensor_frame""","""0""",0.0,23.0,656.0,-5.0,640.0
1569261696938303180,,169802,,1569261696,932053089,"""force_sensor_frame""","""0""",0.0,23.0,656.0,-3.0,640.0
1569261696938325509,,169803,,1569261696,936887025,"""force_sensor_frame""","""0""",0.0,24.0,657.0,-2.0,643.0
1569261696965391691,,169804,,1569261696,964523077,"""force_sensor_frame""","""0""",0.0,24.0,657.0,-2.0,644.0
1569261696966094646,,169805,,1569261696,965581893,"""force_sensor_frame""","""0""",0.0,24.0,658.0,-2.0,643.0
1569261696999575693,,169806,,1569261696,997910976,"""force_sensor_frame""","""0""",0.0,25.0,657.0,-1.0,644.0
1569261696999597623,,169807,,1569261696,998930931,"""force_sensor_frame""","""0""",0.0,25.0,657.0,0.0,646.0
1569261697031838751,,169808,,1569261697,31194925,"""force_sensor_frame""","""0""",0.0,24.0,657.0,1.0,649.0
1569261697064933204,,169809,,1569261697,64183950,"""force_sensor_frame""","""0""",0.0,24.0,656.0,2.0,650.0
1569261697065642541,,169810,,1569261697,65082073,"""force_sensor_frame""","""0""",0.0,25.0,656.0,3.0,653.0
1569261697101041448,,169811,,1569261697,98670959,"""force_sensor_frame""","""0""",0.0,26.0,657.0,4.0,656.0
1569261697101159155,,169812,,1569261697,99977970,"""force_sensor_frame""","""0""",0.0,27.0,658.0,6.0,657.0
1569261697131525366,,169813,,1569261697,130758047,"""force_sensor_frame""","""0""",0.0,27.0,660.0,6.0,657.0
1569261697132403943,,169814,,1569261697,131855010,"""force_sensor_frame""","""0""",0.0,27.0,659.0,8.0,657.0
1569261697172348471,,169815,,1569261697,164279937,"""force_sensor_frame""","""0""",0.0,28.0,659.0,9.0,660.0
1569261697172579146,,169816,,1569261697,171880006,"""force_sensor_frame""","""0""",0.0,28.0,657.0,9.0,663.0
1569261697198197096,,169817,,1569261697,197501897,"""force_sensor_frame""","""0""",0.0,28.0,658.0,11.0,667.0
1569261697199096294,,169818,,1569261697,198633909,"""force_sensor_frame""","""0""",0.0,29.0,658.0,13.0,669.0
1569261697231794723,,169819,,1569261697,230772972,"""force_sensor_frame""","""0""",0.0,29.0,659.0,14.0,671.0
1569261697232743704,,169820,,1569261697,231908082,"""force_sensor_frame""","""0""",0.0,29.0,659.0,19.0,674.0
1569261697264826067,,169821,,1569261697,264127016,"""force_sensor_frame""","""0""",0.0,31.0,661.0,20.0,678.0
1569261697298089694,,169822,,1569261697,297262907,"""force_sensor_frame""","""0""",0.0,33.0,662.0,25.0,684.0
1569261697299041470,,169823,,1569261697,298327922,"""force_sensor_frame""","""0""",0.0,34.0,663.0,28.0,688.0
1569261697331820287,,169824,,1569261697,330466985,"""force_sensor_frame""","""0""",0.0,37.0,665.0,33.0,696.0
1569261697331921843,,169825,,1569261697,331478118,"""force_sensor_frame""","""0""",0.0,37.0,665.0,34.0,698.0
1569261697364738364,,169826,,1569261697,363882064,"""force_sensor_frame""","""0""",0.0,35.0,663.0,34.0,703.0
1569261697369858751,,169827,,1569261697,364917993,"""force_sensor_frame""","""0""",0.0,38.0,662.0,38.0,702.0
1569261697397930642,,169828,,1569261697,397243976,"""force_sensor_frame""","""0""",0.0,38.0,663.0,38.0,706.0
1569261697431205816,,169829,,1569261697,430286884,"""force_sensor_frame""","""0""",0.0,50.0,667.0,43.0,720.0
1569261697432287855,,169830,,1569261697,431456089,"""force_sensor_frame""","""0""",0.0,50.0,669.0,45.0,723.0
1569261697464409587,,169831,,1569261697,463545083,"""force_sensor_frame""","""0""",0.0,46.0,670.0,46.0,713.0
1569261697465409234,,169832,,1569261697,464787960,"""force_sensor_frame""","""0""",0.0,45.0,669.0,42.0,700.0
1569261697498732397,,169833,,1569261697,496892929,"""force_sensor_frame""","""0""",0.0,40.0,665.0,33.0,692.0
1569261697498809418,,169834,,1569261697,497914075,"""force_sensor_frame""","""0""",0.0,40.0,663.0,25.0,685.0
1569261697530784212,,169835,,1569261697,530183076,"""force_sensor_frame""","""0""",0.0,35.0,661.0,18.0,676.0
1569261697531752660,,169836,,1569261697,531295061,"""force_sensor_frame""","""0""",0.0,31.0,658.0,10.0,663.0
1569261697564261557,,169837,,1569261697,563587903,"""force_sensor_frame""","""0""",0.0,30.0,657.0,6.0,654.0
1569261697600691380,,169838,,1569261697,596591949,"""force_sensor_frame""","""0""",0.0,26.0,657.0,1.0,652.0
1569261697601404031,,169839,,1569261697,600933074,"""force_sensor_frame""","""0""",0.0,26.0,657.0,-1.0,647.0
1569261697631990503,,169840,,1569261697,629926919,"""force_sensor_frame""","""0""",0.0,25.0,656.0,-2.0,643.0
1569261697634870541,,169841,,1569261697,631104946,"""force_sensor_frame""","""0""",0.0,24.0,658.0,-2.0,642.0
1569261697664737880,,169842,,1569261697,663345098,"""force_sensor_frame""","""0""",0.0,26.0,659.0,-2.0,640.0
1569261697664986045,,169843,,1569261697,664371967,"""force_sensor_frame""","""0""",0.0,25.0,657.0,-3.0,642.0
1569261697697885696,,169844,,1569261697,696655035,"""force_sensor_frame""","""0""",0.0,25.0,657.0,-2.0,641.0
1569261697701251210,,169845,,1569261697,697884082,"""force_sensor_frame""","""0""",0.0,23.0,657.0,-3.0,641.0
1569261697730456667,,169846,,1569261697,729717016,"""force_sensor_frame""","""0""",0.0,23.0,656.0,-4.0,640.0
1569261697764304028,,169847,,1569261697,762907981,"""force_sensor_frame""","""0""",0.0,25.0,655.0,-3.0,641.0
1569261697766241351,,169848,,1569261697,764130115,"""force_sensor_frame""","""0""",0.0,24.0,655.0,-5.0,642.0
1569261697796937001,,169849,,1569261697,796314001,"""force_sensor_frame""","""0""",0.0,29.0,657.0,-4.0,643.0
1569261697802782306,,169850,,1569261697,797321081,"""force_sensor_frame""","""0""",0.0,24.0,657.0,-3.0,643.0
1569261697831738217,,169851,,1569261697,829646110,"""force_sensor_frame""","""0""",0.0,24.0,657.0,-3.0,641.0
1569261697831801848,,169852,,1569261697,830590963,"""force_sensor_frame""","""0""",0.0,25.0,658.0,-2.0,641.0
1569261697863800963,,169853,,1569261697,862936019,"""force_sensor_frame""","""0""",0.0,26.0,658.0,-3.0,640.0
1569261697899411839,,169854,,1569261697,896152973,"""force_sensor_frame""","""0""",0.0,25.0,658.0,-2.0,640.0
1569261697899426906,,169855,,1569261697,897948980,"""force_sensor_frame""","""0""",0.0,25.0,658.0,-3.0,641.0
1569261697929801143,,169856,,1569261697,929253101,"""force_sensor_frame""","""0""",0.0,24.0,656.0,-4.0,641.0
1569261697930509905,,169857,,1569261697,930068016,"""force_sensor_frame""","""0""",0.0,25.0,656.0,-2.0,643.0
1569261697966617426,,169858,,1569261697,962754964,"""force_sensor_frame""","""0""",0.0,26.0,656.0,-3.0,644.0
1569261697966652314,,169859,,1569261697,964374065,"""force_sensor_frame""","""0""",0.0,24.0,656.0,-3.0,644.0
1569261697996519848,,169860,,1569261697,995945930,"""force_sensor_frame""","""0""",0.0,26.0,655.0,-2.0,647.0
1569261697997114847,,169861,,1569261697,996787071,"""force_sensor_frame""","""0""",0.0,24.0,655.0,-2.0,645.0
1569261698034773285,,169862,,1569261698,30190944,"""force_sensor_frame""","""0""",0.0,26.0,656.0,-3.0,643.0
1569261698062857693,,169863,,1569261698,62357902,"""force_sensor_frame""","""0""",0.0,25.0,659.0,-1.0,642.0
1569261698064142119,,169864,,1569261698,63492059,"""force_sensor_frame""","""0""",0.0,27.0,659.0,1.0,644.0
1569261698099740507,,169865,,1569261698,97131013,"""force_sensor_frame""","""0""",0.0,26.0,655.0,0.0,646.0
1569261698099764235,,169866,,1569261698,98695039,"""force_sensor_frame""","""0""",0.0,26.0,656.0,1.0,649.0
1569261698129441904,,169867,,1569261698,128897905,"""force_sensor_frame""","""0""",0.0,27.0,656.0,-1.0,650.0
1569261698130139289,,169868,,1569261698,129715919,"""force_sensor_frame""","""0""",0.0,27.0,656.0,1.0,650.0
1569261698163679913,,169869,,1569261698,162362098,"""force_sensor_frame""","""0""",0.0,26.0,657.0,1.0,650.0
1569261698165034450,,169870,,1569261698,163798093,"""force_sensor_frame""","""0""",0.0,27.0,658.0,2.0,650.0
1569261698196026516,,169871,,1569261698,195467948,"""force_sensor_frame""","""0""",0.0,27.0,659.0,3.0,651.0
1569261698196853950,,169872,,1569261698,196362018,"""force_sensor_frame""","""0""",0.0,27.0,658.0,2.0,650.0
1569261698240193439,,169873,,1569261698,234505891,"""force_sensor_frame""","""0""",0.0,27.0,656.0,2.0,651.0
1569261698264757613,,169874,,1569261698,261974096,"""force_sensor_frame""","""0""",0.0,26.0,656.0,-1.0,652.0
1569261698264779506,,169875,,1569261698,263418912,"""force_sensor_frame""","""0""",0.0,26.0,657.0,2.0,650.0
1569261698296751367,,169876,,1569261698,295296907,"""force_sensor_frame""","""0""",0.0,26.0,657.0,1.0,650.0
1569261698296981654,,169877,,1569261698,296430110,"""force_sensor_frame""","""0""",0.0,26.0,658.0,1.0,651.0
1569261698329296307,,169878,,1569261698,328490972,"""force_sensor_frame""","""0""",0.0,27.0,658.0,1.0,650.0
1569261698330700267,,169879,,1569261698,329721927,"""force_sensor_frame""","""0""",0.0,26.0,659.0,3.0,648.0
1569261698363255147,,169880,,1569261698,361865997,"""force_sensor_frame""","""0""",0.0,26.0,659.0,1.0,648.0
1569261698363571070,,169881,,1569261698,362812995,"""force_sensor_frame""","""0""",0.0,27.0,657.0,-3.0,649.0
1569261698396839090,,169882,,1569261698,395117044,"""force_sensor_frame""","""0""",0.0,27.0,657.0,5.0,658.0
1569261698396864289,,169883,,1569261698,396177053,"""force_sensor_frame""","""0""",0.0,28.0,658.0,4.0,658.0
1569261698429988011,,169884,,1569261698,428519010,"""force_sensor_frame""","""0""",0.0,28.0,659.0,5.0,655.0
1569261698430022973,,169885,,1569261698,429555892,"""force_sensor_frame""","""0""",0.0,27.0,659.0,4.0,651.0
1569261698468753987,,169886,,1569261698,461802959,"""force_sensor_frame""","""0""",0.0,27.0,658.0,4.0,650.0
1569261698469966514,,169887,,1569261698,469188928,"""force_sensor_frame""","""0""",0.0,27.0,658.0,3.0,651.0
1569261698495841666,,169888,,1569261698,494966030,"""force_sensor_frame""","""0""",0.0,25.0,657.0,2.0,653.0
1569261698529879894,,169889,,1569261698,528243064,"""force_sensor_frame""","""0""",0.0,28.0,657.0,3.0,656.0
1569261698530269020,,169890,,1569261698,529422044,"""force_sensor_frame""","""0""",0.0,28.0,658.0,5.0,656.0
1569261698562466288,,169891,,1569261698,561379909,"""force_sensor_frame""","""0""",0.0,28.0,659.0,3.0,650.0
1569261698563987644,,169892,,1569261698,562819004,"""force_sensor_frame""","""0""",0.0,27.0,658.0,5.0,653.0
1569261698595480474,,169893,,1569261698,594873905,"""force_sensor_frame""","""0""",0.0,27.0,659.0,5.0,653.0
1569261698596480468,,169894,,1569261698,595807075,"""force_sensor_frame""","""0""",0.0,29.0,657.0,5.0,654.0
1569261698629800504,,169895,,1569261698,628144979,"""force_sensor_frame""","""0""",0.0,27.0,660.0,7.0,656.0
1569261698630674093,,169896,,1569261698,629885911,"""force_sensor_frame""","""0""",0.0,30.0,658.0,5.0,658.0
1569261698670683260,,169897,,1569261698,661366939,"""force_sensor_frame""","""0""",0.0,28.0,658.0,8.0,661.0
1569261698670757026,,169898,,1569261698,662429094,"""force_sensor_frame""","""0""",0.0,28.0,658.0,4.0,659.0
1569261698696822908,,169899,,1569261698,694690942,"""force_sensor_frame""","""0""",0.0,30.0,661.0,9.0,660.0
1569261698696894319,,169900,,1569261698,695940017,"""force_sensor_frame""","""0""",0.0,27.0,659.0,7.0,659.0
1569261698728871145,,169901,,1569261698,727979898,"""force_sensor_frame""","""0""",0.0,29.0,661.0,13.0,663.0
1569261698729846305,,169902,,1569261698,729288101,"""force_sensor_frame""","""0""",0.0,29.0,658.0,9.0,663.0
1569261698764256584,,169903,,1569261698,762151002,"""force_sensor_frame""","""0""",0.0,29.0,658.0,8.0,664.0
1569261698795773954,,169904,,1569261698,794333934,"""force_sensor_frame""","""0""",0.0,29.0,659.0,12.0,664.0
