rosbagTimestamp,secs,nsecs,lwrist.x,lwrist.y,lwrist.z,rwrist.x,rwrist.y,rwrist.z,neck.x,neck.y,neck.z,wDist,wNDist,x,y,z,x.1,y.1,z.1,Label
1569268972.03035,1569268972,30349837,1.205000043,0.013300317,-0.176037923,1.284999967,0.241274208,-0.118977584,1.120000005,0.095892787,0.101480313,0.248249803835734,0.311387908213603,0.171866350897,0.0304731290359,0.0855623292942,-2.48356185,9.29617815,0.5104554,6
1569268972.1935,1569268972,193495665,1.192999959,0.017036347,-0.174284846,1.284999967,0.241274208,-0.123144098,1.123999953,0.098057628,0.101842746,0.24771353593184,0.31153021244813,-0.0585171103672,0.0845783358479,0.0698543660262,-2.32649865,9.5415894,0.4908225,6
1569268972.35388,1569268972,353875942,1.200000048,0.017136309,-0.175307482,1.279999971,0.236184806,-0.124740094,1.136000037,0.099104509,0.102930032,0.238619555877358,0.302259284539728,-0.158000877731,-0.0515573458081,0.153630170122,-2.2577835,9.0115011,0.7460502,6
1569268976.06488,1569268976,64881731,1.205000043,-0.00037556,-0.176037923,1.281999946,0.217847005,-0.118699811,1.136000037,0.075160779,0.106613427,0.238406652643992,0.304041753277697,0.00780540120884,0.0234918120279,0.0314571224822,-2.26759995,9.27654525,2.01237225,6
1569268976.39668,1569268976,396683321,1.192999959,-0.03131967,-0.172350749,1.292999983,0.217619836,-0.123910755,1.217000008,0.080519952,0.114215262,0.272612023700798,0.285090116217834,0.527913518305,0.145664859668,-0.132603827206,-2.3755809,8.68755825,0.3533922,6
1569268976.56159,1569268976,561585945,1.174999952,-0.021321835,-0.177370012,1.299000025,0.216523573,-0.124485746,1.241000056,0.082107857,0.112443812,0.273392029512659,0.278508880587081,-0.236540694071,0.0741063603359,0.0401837687422,-2.355948,9.29617815,0.8834805,6
1569268976.73576,1569268976,735761398,1.177000046,-0.019449828,-0.17194742,1.299000025,0.218629673,-0.120273836,1.253999949,0.087034255,0.105489708,0.272462846927456,0.265163230252689,-0.154510219227,-0.0515573458081,0.13443154835,-2.2185177,9.80663355,1.4724675,6
1569268976.90446,1569268976,904462635,1.172999978,-0.019383729,-0.171363056,1.296000004,0.218124747,-0.12419825,1.258999944,0.091463782,0.103869215,0.271594921699322,0.263489607169355,-0.594333190731,0.0793423480919,-0.0139214380698,-2.2381506,9.33544395,1.6098978,6
1569268977.06887,1569268977,68865774,1.166000009,-0.019268055,-0.170340434,1.292999983,0.217619836,-0.123910755,1.261000037,0.095698059,0.104034215,0.272764699678077,0.260476151689827,-0.266211291355,-0.0969359063601,-0.0121761088178,-2.24796705,9.45324135,2.22833415,6
1569268977.23041,1569268977,230412733,1.146999955,-0.018954081,-0.169424266,1.292999983,0.219716206,-0.123910755,1.253999949,0.099233106,0.103456706,0.283462508554853,0.260255917049349,0.0758732420368,-0.0393400410441,-0.0802439496458,-2.30686575,9.09984915,2.2381506,6
1569268977.40323,1569268977,403229195,1.182000041,-0.027198078,-0.178426683,1.292999983,0.219716206,-0.123910755,1.256000042,0.087173067,0.111766681,0.27615147505117,0.272911218475003,0.0147867182168,-0.0236320777761,-0.0174120965738,-2.28723285,9.1489314,2.46392895,6
