rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,lwrist.x,lwrist.y,lwrist.z,rwrist.x,rwrist.y,rwrist.z,neck.x,neck.y,neck.z,nose.x,nose.y,nose.z,lelbow.x,lelbow.y,lelbow.z,relbow.x,-.3,name.3,x.3,y.3,z.3,-.4,name.4,x.4,y.4,z.4,-.5,name.5,x.5,y.5,z.5,-.6,name.6,x.6,y.6,z.6,-.7,name.7,x.7,y.7,z.7,-.8
1.57e+18,,46906.0,,1569268972.0,30349837.0,"""camera_color_frame""",1.205000043,0.013300316999999999,-0.176037923,1.284999967,0.24127420800000002,-0.118977584,1.120000005,0.095892787,0.101480313,,,,1.261000037,-0.170085758,-0.100400642,1.39199996,0.322300643,-0.031845387,1.212000012,-0.039678659,0.094096921,1.292999983,0.278414667,0.12134785199999999,1.1339999440000001,-0.038963664,-0.285165131,1.093999982,0.118498914,-0.282200813,,,,,,,1.136000037,0.082528077,0.12503039800000001,,,
1.57e+18,,46907.0,,1569268972.0,193495665.0,"""camera_color_frame""",1.192999959,0.017036347,-0.17428484600000002,1.284999967,0.24127420800000002,-0.12314409800000001,1.123999953,0.09805762800000001,0.101842746,1.167999983,0.14166404300000002,0.05280934599999999,1.264000058,-0.170490399,-0.10473793,1.407999992,0.323722422,-0.029928759,1.217000008,-0.039842352000000004,0.094485112,1.289999962,0.27358567699999997,0.123157665,1.120000005,-0.038482632,-0.281644553,1.103999972,0.124951914,-0.282990515,,,,,,,1.118000031,0.093908906,0.11217419099999999,,,
1.57e+18,,46908.0,,1569268972.0,353875942.0,"""camera_color_frame""",1.200000048,0.017136309,-0.175307482,1.2799999709999998,0.23618480600000002,-0.12474009400000001,1.136000037,0.09910450900000001,0.10293003199999999,1.149000049,0.144948289,0.057538606,1.26699996,-0.17089504,-0.104986519,1.4110000130000002,0.326699853,-0.029992527999999997,1.222000003,-0.040006042,0.09487330199999999,1.289999962,0.27358567699999997,0.12106630199999999,1.1219999790000001,-0.031274843999999996,-0.28214749699999997,1.10800004,0.132590353,-0.280423254,,,,,,,1.1219999790000001,0.094244897,0.11803253,,,
1.57e+18,,46909.0,,1569268972.0,505679261.0,"""camera_color_frame""",1.233999968,0.543809891,-0.136261851,,,,,,,,,,1.368000031,0.5984262229999999,-0.080088332,,,,1.4539999959999999,0.7114835979999999,0.051596947000000004,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46910.0,,1569268972.0,653115965.0,"""camera_color_frame""",0.986000001,0.437716335,-0.21118195399999998,,,,,,,,,,1.179999948,0.500881076,-0.114994772,,,,1.307000041,0.616242528,0.03578585,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46911.0,,1569268972.0,815300747.0,"""camera_color_frame""",0.917999983,0.38520336200000005,-0.257636875,,,,,,,,,,1.085999966,0.459219605,-0.149850085,,,,1.2589999440000001,0.5793221,0.022224966000000002,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46912.0,,1569268972.0,969935090.0,"""camera_color_frame""",0.885999978,0.345918894,-0.277383924,,,,,,,,,,1.04400003,0.429611087,-0.167750418,,,,1.1979999540000001,0.549310923,0.005610444,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46913.0,,1569268973.0,135434359.0,"""camera_color_frame""",0.896000028,0.375971913,-0.268893838,,,,,,,,,,1.0789999959999999,0.438765556,-0.155881345,,,,1.19599998,0.548393905,0.009479017,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46914.0,,1569268973.0,292194927.0,"""camera_color_frame""",0.9309999940000001,0.42386630200000003,-0.259775966,,,,,,,,,,1.09800005,0.446491718,-0.16040633599999998,,,,1.18900001,0.545184195,0.009423538,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46915.0,,1569268973.0,465263140.0,"""camera_color_frame""",1.024999976,0.473310113,-0.22950545,,,,,,,,,,1.18900001,0.502773583,-0.15442428,,,,1.207000017,0.55343765,0.021307017999999997,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46916.0,,1569268973.0,622464242.0,"""camera_color_frame""",1.0729999540000001,0.491995513,-0.22459696199999998,,,,,,,,,,1.246000052,0.5046544079999999,-0.163847327,,,,1.213999987,0.5723935960000001,0.031271346,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46917.0,,1569268973.0,784382375.0,"""camera_color_frame""",1.075000048,0.47025454,-0.20758757,,,,,,,,,,1.26699996,0.5069971679999999,-0.148122117,,,,1.228999972,0.5814586279999999,0.031657729,,,,,,,,,,,,,,,,,,,,,
1.57e+18,,46918.0,,1569268973.0,940595761.0,"""camera_color_frame""",1.082999945,0.475510001,-0.209132403,,,,,,,,,,1.300999999,0.518493116,-0.139441788,,,,1.2410000559999999,0.58713603,0.03397876,,,,,,,,,,,,,,,,,,,,,
