rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,mode,interval,data1,data2,data3,data4
1569265694481616858,,169680,,1569265694,480114936,"""force_sensor_frame""","""0""",0.0,61.0,681.0,52.0,683.0
1569265694481649587,,169681,,1569265694,481065034,"""force_sensor_frame""","""0""",0.0,63.0,685.0,56.0,684.0
1569265694514545748,,169682,,1569265694,513437032,"""force_sensor_frame""","""0""",0.0,68.0,686.0,57.0,683.0
1569265694515941427,,169683,,1569265694,514930009,"""force_sensor_frame""","""0""",0.0,67.0,685.0,56.0,686.0
1569265694547304029,,169684,,1569265694,546693086,"""force_sensor_frame""","""0""",0.0,67.0,685.0,57.0,692.0
1569265694580564849,,169685,,1569265694,579909086,"""force_sensor_frame""","""0""",0.0,70.0,687.0,61.0,690.0
1569265694581698133,,169686,,1569265694,581140995,"""force_sensor_frame""","""0""",0.0,71.0,689.0,65.0,687.0
1569265694613812750,,169687,,1569265694,613123893,"""force_sensor_frame""","""0""",0.0,74.0,691.0,67.0,686.0
1569265694618540890,,169688,,1569265694,614253997,"""force_sensor_frame""","""0""",0.0,74.0,691.0,67.0,686.0
1569265694647310346,,169689,,1569265694,646519899,"""force_sensor_frame""","""0""",0.0,74.0,694.0,70.0,687.0
1569265694647929702,,169690,,1569265694,647511959,"""force_sensor_frame""","""0""",0.0,79.0,695.0,72.0,687.0
1569265694683977451,,169691,,1569265694,679836988,"""force_sensor_frame""","""0""",0.0,81.0,696.0,70.0,690.0
1569265694684117982,,169692,,1569265694,683464050,"""force_sensor_frame""","""0""",0.0,82.0,696.0,70.0,693.0
1569265694714395860,,169693,,1569265694,713172912,"""force_sensor_frame""","""0""",0.0,83.0,696.0,70.0,695.0
1569265694747027030,,169694,,1569265694,746195077,"""force_sensor_frame""","""0""",0.0,83.0,695.0,70.0,695.0
1569265694747602289,,169695,,1569265694,747168064,"""force_sensor_frame""","""0""",0.0,82.0,694.0,69.0,698.0
1569265694780266793,,169696,,1569265694,779511928,"""force_sensor_frame""","""0""",0.0,84.0,695.0,69.0,697.0
1569265694781091299,,169697,,1569265694,780576944,"""force_sensor_frame""","""0""",0.0,84.0,695.0,70.0,695.0
1569265694813380132,,169698,,1569265694,812813043,"""force_sensor_frame""","""0""",0.0,80.0,694.0,69.0,693.0
1569265694814087732,,169699,,1569265694,813699007,"""force_sensor_frame""","""0""",0.0,79.0,693.0,70.0,694.0
1569265694850048035,,169700,,1569265694,846101045,"""force_sensor_frame""","""0""",0.0,76.0,690.0,67.0,695.0
1569265694879979305,,169701,,1569265694,879300117,"""force_sensor_frame""","""0""",0.0,79.0,693.0,70.0,692.0
1569265694880803576,,169702,,1569265694,880253076,"""force_sensor_frame""","""0""",0.0,80.0,694.0,71.0,687.0
