rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x_1,y_1,z_1,angular_velocity_covariance,linear_acceleration,x_2,y_2,z_2,linear_acceleration_covariance,Label
1.56926770909056e+18,NaN,18994,NaN,1569267709,45480966,NaN,NaN,0.849831709735,0.478198902195,0.0438727340022,0.217225823232,NaN,NaN,2.49169098607,-0.528345745426,0.773131360554,NaN,NaN,-0.6871515,5.09473755,-7.9905903,NaN,5
1.56926770915928e+18,NaN,18995,NaN,1569267709,88044881,NaN,NaN,0.859889150485,0.468751185716,0.0257680286097,0.200496841545,NaN,NaN,1.20014733959,-0.530091074678,0.581145142834,NaN,NaN,-1.01109435,4.56464925,-8.94278595,NaN,5
1.56926770919588e+18,NaN,18996,NaN,1569267709,158345937,NaN,NaN,0.867690073405,0.455434873293,0.00424249767378,0.199185877804,NaN,NaN,0.395550554423,-0.633065500546,0.404866888382,NaN,NaN,-1.42338525,5.0849211,-8.6188431,NaN,3
1.56926770923746e+18,NaN,18997,NaN,1569267709,194691896,NaN,NaN,0.874273284461,0.446515192568,-0.00726263297266,0.190309382445,NaN,NaN,0.849336159943,-0.51438311141,0.666666276182,NaN,NaN,-1.3154043,4.23088995,-9.0900327,NaN,5
1.56926770930157e+18,NaN,18998,NaN,1569267709,236819982,NaN,NaN,0.877506044537,0.442008488456,-0.0158356700945,0.1853668511,NaN,NaN,0.470599712259,-0.364284795738,0.369960303342,NaN,NaN,-1.56081555,3.4946562,-8.78572275,NaN,5
1.5692677093446e+18,NaN,18999,NaN,1569267709,300661087,NaN,NaN,0.881663872192,0.435910692319,-0.0116522926739,0.180318908797,NaN,NaN,0.140732483631,0.106954102302,0.369960303342,NaN,NaN,-1.570632,3.62227005,-9.3648933,NaN,5
1.56926770939225e+18,NaN,19000,NaN,1569267709,343323945,NaN,NaN,0.882596633388,0.434009076081,-0.0129861986786,0.180251666444,NaN,NaN,0.0796459598108,-0.13041067597,0.284439169994,NaN,NaN,-1.93384065,3.15108045,-9.1881972,NaN,5
1.56926770945409e+18,NaN,19001,NaN,1569267709,389539003,NaN,NaN,0.874881973019,0.443931674703,-0.00572039001233,0.193580677287,NaN,NaN,-0.676081606305,0.0441222492303,-0.289774153914,NaN,NaN,-1.83567615,3.2786943,-8.7759063,NaN,5
1.56926770949343e+18,NaN,19002,NaN,1569267709,449031114,NaN,NaN,0.8637652845,0.459776885192,0.00963738579432,0.205965700859,NaN,NaN,-0.637684362761,0.32337492955,-0.418928518562,NaN,NaN,-1.5509991,4.0640103,-8.68755825,NaN,5
1.56926770953486e+18,NaN,19003,NaN,1569267709,492468118,NaN,NaN,0.853701213462,0.473435217176,0.0232870641185,0.215664197113,NaN,NaN,-0.723205496109,0.405405404394,-0.497468334902,NaN,NaN,-1.2172398,4.4959341,-8.76608985,NaN,5
1.56926770959928e+18,NaN,19004,NaN,1569267709,534198045,NaN,NaN,0.843432110552,0.487237956499,0.0339814297405,0.223755918511,NaN,NaN,-0.621976399493,0.333846905062,-0.581244138998,NaN,NaN,-0.7460502,4.908225,-8.70719115,NaN,5
1.56926770964181e+18,NaN,19005,NaN,1569267709,598027944,NaN,NaN,0.827884020633,0.505642820865,0.0517016396701,0.237192593778,NaN,NaN,-0.691789569573,0.360026843842,-0.555064200218,NaN,NaN,-0.392658,5.1830856,-8.58939375,NaN,5
1.56926770970555e+18,NaN,19006,NaN,1569267709,640511989,NaN,NaN,0.818462906329,0.516834123623,0.0621968271162,0.243171779448,NaN,NaN,-0.529473949137,0.34082822207,-0.483505700886,NaN,NaN,-0.18651255,5.3794146,-8.6777418,NaN,5
1.56926770974795e+18,NaN,19007,NaN,1569267709,704649925,NaN,NaN,0.804884848654,0.531668517529,0.0771853717769,0.25205433196,NaN,NaN,-0.522492632129,0.333846905062,-0.46081642061,NaN,NaN,-0.20614545,5.5757436,-8.3047167,NaN,3
1.56926770981168e+18,NaN,19008,NaN,1569267709,746958971,NaN,NaN,0.797130462565,0.538649859736,0.0877763027389,0.258330553622,NaN,NaN,-0.548672570909,0.295449661518,-0.305482117182,NaN,NaN,-0.26504415,5.6739081,-8.4814128,NaN,3
1.56926770987558e+18,NaN,19009,NaN,1569267709,810806035,NaN,NaN,0.788921190994,0.548089248568,0.100451821966,0.259057834214,NaN,NaN,-0.258947915077,0.368753490102,-0.246140922614,NaN,NaN,-0.2944935,5.6150094,-8.1672864,NaN,3
1.5692677098965e+18,NaN,19010,NaN,1569267709,874382972,NaN,NaN,0.778574339424,0.558115563878,0.11641935627,0.262250927231,NaN,NaN,-0.396828925985,0.426349355418,-0.288028824662,NaN,NaN,-0.196329,5.6346423,-7.9709574,NaN,3
1.5692677099395e+18,NaN,19011,NaN,1569267709,895505905,NaN,NaN,0.775154335,0.561506718843,0.121310670096,0.262925242122,NaN,NaN,-0.307817134133,0.365262831598,-0.270575532142,NaN,NaN,-0.16687965,6.07638255,-7.8335271,NaN,3
